Collection,Topic,State,Title,Publisher,Date,Format,Link,What it covers,Verified quotes,Who should read it,Limitations,Verified on
"Local planning, zoning and ordinances",Adopted local ordinances: Virginia,Virginia,ZO 112.1-2024-9 / ZO 112.2-2024-8: Adoption of an Amendment to Chapters 112.1 and 112.2 (Zoning) (Data Centers),"Fairfax County, Virginia, Board of Supervisors","September 10, 2024",PDF,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/zoning%20ordinance/adopted%20amendments/ZO_112_1-2024-9.pdf,"The adopted text of Fairfax County's data center amendment. It requires cooling, ventilation and generator equipment to be fully enclosed or screened, caps buildings at 40,000 square feet in C-3 and C-4 and 80,000 square feet in I-2, I-3 and I-4 unless a special exception is approved, and requires buildings to sit at least 200 feet and ground equipment at least 300 feet from residential lot lines (or be shielded by the building). Data center buildings must be at least one mile from a Metro station entrance, and pre-site-plan and post-construction noise studies must show compliance with the county Noise Ordinance. By-right buildings need a distinct entrance, facade changes every 150 horizontal feet and at least 30 percent fenestration; the amendment also removes data centers from the PRC district and adds grandfathering rules keyed to July 16, 2024.","""Any data center building must be located at least 200 feet from the lot line of an R district or a property developed with a residential use."" | ""A data center building must be located at least one mile from a Metro station entrance."" | ""a post-construction noise study must be submitted demonstrating to the Zoning Administrator's satisfaction that the operation complies with the Noise Ordinance"" | ""comprise a minimum of 30 percent of the individual façade""","Code drafters who want tested, adopted standards on size thresholds, separation distances, transit proximity and design.",Parts of the use tables did not extract cleanly from the PDF; consult the county's codified ordinance for current text.,18 September 2026
"Local planning, zoning and ordinances",Adopted local ordinances: Virginia,Virginia,Data Center Standards & Locations,"Loudoun County, Virginia, Department of Planning and Zoning","undated page; open houses scheduled September 28 and 30, 2026",Web project page,https://www.loudoun.gov/5990/Data-Center-Standards-Locations,"Loudoun County's project page for its data center comprehensive plan and zoning amendments (CPAM-2024-0001 and ZOAM-2024-0001). The Board initiated the review on February 6, 2024; Phase 1, approved March 18, 2025, made data centers a conditional or Special Exception use where they had been by right. A Grandfathering Resolution covers certain applications accepted before February 12, 2025, and an Application Pathway Guide explains it. Phase 2 is developing use-specific zoning standards for data centers and utility substations, with drop-in open houses in September 2026 and Planning Commission review expected in February 2027.","""to designate data centers as a conditional or Special Exception (SPEX) use in areas where the uses were previously allowed by-right"" | ""certain data center applications accepted prior to February 12, 2025, may continue to be reviewed and processed without obtaining SPEX approval"" | ""noise metering demonstrations from county Zoning Enforcement""","Officials considering a shift from by-right to special exception review, and staff planning public engagement on standards.",Phase 2 standards are not yet adopted.,18 September 2026
"Local planning, zoning and ordinances",Adopted local ordinances: Virginia,Virginia,Data Centers: Land Use Considerations,"Loudoun County, Virginia",undated,Web page,https://www.loudoun.gov/6410/Land-Use-Considerations,"Explains where data centers can locate in Loudoun (only on land zoned for office and industrial uses; not in the rural policy area covering about two-thirds of the county) and why the county says it cannot adopt a moratorium under Virginia law. It describes the March 18, 2025 amendments that made data centers a special exception use, explains by-right development, and notes the county has no formal role in routing high-voltage transmission lines, which the State Corporation Commission approves.","""Loudoun County does not have the legal authority to implement a moratorium on new data center applications."" | ""This eliminates data centers as a “by-right"" | ""Loudoun County has no formal role in the approval process for the route of high-voltage transmission lines.""",Officials and residents asking whether a moratorium is legally available; staff explaining by-right versus special exception.,The moratorium analysis is specific to Virginia law.,18 September 2026
Community impacts and public opinion,Noise and air emissions,Virginia,Data Centers: Noise & Air Quality Concerns,"Loudoun County, Virginia (County Administrator)",undated on page,County web page,https://www.loudoun.gov/6405/Noise-Air-Quality-Concerns,"Loudoun County, home to nearly 200 operational data centers, explains the noise sources at data center campuses (cooling, HVAC, emergency generators, on-site generation and storage), and why tonal and low-frequency noise is hard to regulate with standard A-weighted (dBA) limits. It describes the county's current rules: pre-construction and post-construction noise studies and a 55 dBA residential property-line limit, plus the complaint and enforcement process.","""For residential properties, the maximum allowable sound level at the property line is 55 dBA."" | ""The county does not currently have policy or regulatory language specific to tonal noise or low frequency noise.""",Planning and zoning staff drafting noise standards (dBA versus dBC and octave-band measures) and officials who need to explain to residents which level of government regulates generator emissions.,Describes Loudoun's own rules and experience; the county notes amendments to address tonal and low-frequency noise are anticipated in spring or summer 2027.,18 September 2026
"Local planning, zoning and ordinances",Overlay districts and pending amendments: Virginia,Virginia,DPA2026-00006: Data Center Opportunity Zone Overlay District (DCOZOD),"Prince William County, Virginia, Planning Office","undated page; Board public hearing scheduled September 22, 2026",Web project page with staff reports,https://www.pwcva.gov/department/planning-office/dpa2026-00006-data-center-opportunity-zone-overlay-district-dcozod,"Tracks Prince William County's 2026 zoning text amendment to its Data Center Opportunity Zone Overlay District. Initiated March 3, 2026 (Res. No. 26-125), paused May 19, and re-initiated June 9, 2026 (Res. No. 26-374), the amendment shrinks the overlay to parcels meeting one or more of five eligibility pathways and closes it to future expansion. Outside the overlay, new data centers in business, office and industrial districts would need a Special Use Permit. On September 9, 2026 the Planning Commission recommended approval, extending an eligibility window from 90 to 120 days and adding a 500-foot setback from existing homes and schools for one pathway.","""the Overlay is closed to any future expansion"" | ""This structural shift establishes the SUP as the primary pathway for new data center development outside the DCOZOD"" | ""maintain a minimum 500-foot setback between data center structures and existing homes and schools""",Officials in jurisdictions that used a by-right overlay and are now considering narrowing it.,"Not yet adopted as of this page; Board hearing set for September 22, 2026.",18 September 2026
"Local planning, zoning and ordinances",Overlay districts and pending amendments: Virginia,Virginia,DPA2021-00020: Data Center Opportunity Zone Overlay District Comprehensive Review,"Prince William County, Virginia, Planning Office","undated page (project initiated May 18, 2021)",Web project page,https://www.pwcva.gov/department/planning-office/data-center-overlay-district-comprehensive-review,"Explains the purpose of Prince William County's Data Center Opportunity Zone Overlay District: to steer data centers to areas with existing infrastructure while limiting impacts on surrounding communities. It records the Board's May 18, 2021 initiation (Res. No. 21-327) of amendments to the overlay, the Design and Construction Standards Manual, the comprehensive plan and zoning ordinance, and lists the eight zoning districts where new proposals outside the revised overlay would need a Special Use Permit.","""created to promote the development of data centers within areas of the County where there is existing infrastructure that could adequately support the proposed use"" | ""Data centers are on the Board of County Supervisors adopted List of Targeted Industries""",Planners evaluating an overlay-district approach to siting.,Project page; task documents are in collapsed sections not reviewed here.,18 September 2026
"Local planning, zoning and ordinances",Overlay districts and pending amendments: Virginia,Virginia,PW Digital Gateway,"Prince William County, Virginia, Planning Office","Update: August 5, 2026",Web project page,https://www.pwcva.gov/department/planning-office/pw-digital-gateway,"The county's record of the PW Digital Gateway, a comprehensive plan amendment (CPA2021-00004, adopted November 1, 2022, Res. No. 22-508) creating a technology corridor for data centers along Pageland Lane near Manassas National Battlefield Park and Conway Robinson Memorial State Forest (study area review), with three related rezonings. The August 5, 2026 update states that after a July 29, 2026 Virginia Court of Appeals order, the Board's rezoning approvals are void and zoning reverts, while the comprehensive plan amendment was upheld. Any new rezoning would need the normal application and hearing process, and properties are being reassessed for tax purposes.","""The Board of County Supervisors decisions to approve the rezoning of the property are void"" | ""The Comprehensive Plan Amendment for the property remains in place, as the Court of Appeals upheld that action"" | ""Real Estate Assessments will now work to reassess all the individual properties and update the tax bills.""",Elected officials and county attorneys weighing large corridor rezonings and the procedural risk of legal challenge.,The page does not explain the court's reasoning.,18 September 2026
"Local planning, zoning and ordinances",Overlay districts: Maryland,Maryland,Critical Digital Infrastructure Overlay Zone,"Frederick County, Maryland, Livable Frederick Planning and Design Office","undated page; County Council hearings December 16 and 17, 2025",Web project page with maps,https://frederickcountymd.gov/9128/Critical-Digital-Infrastructure-Overlay-,"Frederick County's record for the Critical Digital Infrastructure (CDI) Overlay Zone comprehensive plan amendment and comprehensive rezoning. It posts the overlay maps, property owner inclusion requests, the Planning Commission's recommended amendment and Resolution 2025-1, state agency and neighboring jurisdiction comments, and the adopted County Council Resolution 26-01 and Ordinance 26-01-001. It lists Planning Commission workshops (July 2025), hearings (October 15, 2025) and County Council hearings (December 16 and 17, 2025), and dozens of batches of public comment.","""County Council Ordinance 26-01-001: Comprehensive Zoning for the Critical Digital Infrastructure Overlay Zone"" | ""The official record was closed on October 15, 2025, at 3:31 p.m.""",Staff designing a map-based overlay process and a transparent public record.,Index page; standards are in the linked ordinance and code sections.,18 September 2026
"Local planning, zoning and ordinances",Overlay districts: Maryland,Maryland,§ 1-19-10.1100. Critical Digital Infrastructure Overlay Zone (CDI-OZ),"Frederick County, Maryland Code of Ordinances (American Legal Publishing)","Bill No. 25-09, September 2, 2025 (code supplement 2026 S-45)",Online codified ordinance,https://codelibrary.amlegal.com/codes/frederickcounty/latest/frederickco_md/0-0-0-63013,"The codified overlay zone text. It directs data centers (Critical Digital Infrastructure Facilities) and their substations to industrial land near data conveyance infrastructure, allows the overlay only on land planned Limited or General Industrial, requires the Council to consider proximity to schools, colleges, daycare, health care and homes, and caps the overlay at less than 1 percent of county land. Within the overlay, data centers and substations are principal permitted uses subject to site plan approval only in LI and GI districts, and must meet separate use standards in sections 1-19-8.402 and 1-19-8.403. Natural Resource land within parcels is excluded from density and overlay uses.","""directing Critical Digital Infrastructure Facilities and Critical Digital Infrastructure Electric Substations to industrial lands in proximity to data conveyance infrastructure"" | ""shall include less than 1% of the total land area of the county"" | ""the County Council shall consider proximity to schools, colleges and universities, daycare centers, healthcare facilities, and residential uses""","Counties considering a capped, map-based overlay rather than districtwide permission.",Use-specific standards in sections 1-19-8.402 and 8.403 were not read.,18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Missouri,Peculiar reverses zoning for data center after cries from neighbors,"KSHB 41 News (Kansas City), by Isabella Ledonne","October 21, 2024 (updated October 23, 2024)",News article,https://www.kshb.com/news/local-news/peculiar-reverses-zoning-for-data-center-after-cries-from-neighbors,"Reports that Peculiar, Missouri's Board of Aldermen unanimously removed the ""data center"" definition it had added to the light industrial zoning code, blocking a proposed 500-acre data center campus next to homes and businesses. An alderman said staff had compared data centers to software and computer equipment manufacturing, and residents in Peculiar and Raymore organized for four months against the speed of the code change. The mayor's statement and residents' comments on trust and on getting zoning in place first are quoted.","""The Board of Alderman reversed that decision on Monday by removing the definition from the ordinance."" | ""Small rural communities aren't ready for this and they need to get their zoning stuff in place first""",Small-town officials in the Kansas City region considering adding a data center use to an existing district.,"News report, not the ordinance itself; the ordinance text was not located.",18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Missouri,Nebius Data Center FAQs,"City of Independence, Missouri","undated page (meetings listed December 8, 2025 through March 2, 2026)",Web FAQ page,https://www.independencemo.gov/community-faqs/nebius-data-center-faqs,"The city's FAQ on the Nebius data center campus at the NorthPoint-owned EastGate Commerce Center off Little Blue Parkway and Missouri Highway 78. It states the site was already zoned for industrial and business park uses so no rezoning was required, with site plan review and permits handled administratively. It describes power of at least 800 MW from a privately financed plant at the retired Blue Valley Power Plant site, ratepayer protections for Independence Power & Light customers, a closed-loop cooling system with a one-time fill, noise and lighting review, a Chapter 100 tax abatement approved 5-2 on March 2, 2026, a community benefits plan, and why some discussions were held in executive session.","""Data centers are an allowed use under the site's existing zoning, meaning no rezoning is required."" | ""This project will require at least 800 megawatts (MW) of power"" | ""Nebius will use a closed-loop cooling system, which requires a one-time fill of approximately 1 million gallons per 200 MW building"" | ""The City Council voted 5-2 to approve a Chapter 100 tax abatement for the Nebius development""","Kansas City region officials evaluating a project on land already zoned for it, and staff writing a public FAQ.","City-produced project FAQ; the page gives both ""2.25 million square foot"" (overview) and ""Approximately 2.5 million square feet"" (What is being built).",18 September 2026
"Local planning, zoning and ordinances",Moratoria and prohibitions: Missouri,Missouri,Data Center & BESS Moratorium FAQs,"City of Independence, Missouri","undated page (City Council meeting July 6, 2026 listed)",Web FAQ page,https://www.independencemo.gov/community-faqs/data-center-bess-moratorium-faqs,"Explains the Independence City Council's temporary 180-day moratorium on new applications, permits and licenses for data centers and battery energy storage system (BESS) facilities. It applies only to projects not already submitted, authorized or approved, so it does not affect the Nebius project. The stated purpose is to review zoning, building, fire, business licensing, development and public safety rules; the city says the moratorium may be extended and is not a ban.","""a temporary 180-day moratorium on new applications, permits and licenses related to data centers and battery energy storage system facilities"" | ""The moratorium does not apply to the Nebius data center project"" | ""The moratorium is not a ban.""",Officials drafting a time-limited pause and explaining it to the public.,The moratorium ordinance text itself was not read.,18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Missouri,"St. Joseph City Council pauses data center applications, seeks zoning update","KQ2 (KQTV, St. Joseph, Missouri), by TaMya Bracy","July 13, 2026",News article,https://www.kq2.com/news/2026/07/13/st-joseph-city-council-pauses-data-center-applications-seeks-zoning-update/,"Reports that at a July 13, 2026 work session the St. Joseph, Missouri City Council agreed to stop accepting new data center applications until its zoning code is updated and to seek an outside consultant for the update. A rezoning application for a proposed data center at 6321 Pickett Road had been withdrawn. Council members discussed whether current zoning is adequate, environmental effects, resource and taxpayer guardrails, and favored a condition-based approach; the mayor suggested visiting a community that hosts a data center.","""The council agreed not to accept any more data center applications until zoning codes are updated."" | ""many council members agree a condition-based approach would be best when it comes to data centers"" | ""Do we have adequate zoning regulations currently in effect to address this issue?""",Councils in mid-sized Missouri and Kansas cities weighing a pause while they rewrite zoning.,News report of a work session; no ordinance text.,18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Kansas,Request for Proposal for Community Engagement Regarding Emerging Industries 2026,"City of Edgerton, Kansas","Public issue September 4, 2026; proposals due September 23, 2026",PDF,https://edgertonks.org/wp-content/uploads/REQUEST-FOR-PROPOSAL-EMERGING-IND-COMM-ENGAGE.pdf,"Edgerton, a Johnson County, Kansas city of about 1,900 residents that hosts Logistics Park Kansas City, seeks a consultant for a community engagement campaign on emerging industries such as data centers, battery energy storage systems, energy production facilities and vertical farming. The RFP says the effort was initiated after public comments about a data center project and is the first of two steps; the results will guide an update to the Unified Development Code. It sets a schedule (Council consideration October 22, 2026, completion in early 2027), an anticipated budget range, required cost detail by task, and a scope beginning with project coordination and a list of emerging industries.","""This project was initiated by City Council following a series of public comments received during city meetings ... regarding concerns over a data center project."" | ""This public engagement campaign will serve as the foundation to guide the forthcoming update to the City's Unified Development Code (UDC)"" | ""The City anticipates proposals in the range of $15,000–$30,000.""",Small cities that want to run engagement before writing data center zoning rules.,"A solicitation, not an adopted policy; only the first several pages of the scope were read. An Addendum 1 dated September 4, 2026 exists and was not read.",18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Missouri,"File #: 251031, Committee Substitute for Ordinance No. 251031 (Large Format Uses and Data Centers)","City of Kansas City, Missouri, City Council (Legistar record and authenticated ordinance)","Passed January 15, 2026",Legislative record with authenticated ordinance PDF and attachments,https://kansascity.legistar.com/LegislationDetail.aspx?ID=7770725&GUID=10583898-2974-4B4E-B032-0FB3FD070094,"Kansas City's zoning code amendment (case CD-CPC-2025-00078) creating a Data Center use (Section 88-339) and a Large Format Uses category (Section 88-353) for buildings with a continuous footprint of 500,000 square feet or more, and moving data centers out of the Communications Service Establishments definition. Every data center must submit a utility Service Availability (Will Serve) letter confirming capacity; in business and downtown districts data centers need a special use permit and may not exceed 50 percent of the ground floor of a building with street frontage. Large format uses require a traffic impact study, may not produce noise, light, vibration or other impacts detectable beyond the property line, and face facade and screening rules including a 500-foot setback and berm, evergreen and fence buffer next to residential districts, parks and parkways, and 250 feet next to schools, hospitals and libraries. The record lists four actions from December 4, 2025 to passage on January 15, 2026 and posts more than 100 public testimony files.","""Data centers may not exceed more than 50% of the ground floor gross floor area of any building with street frontage."" | ""Large format uses shall not produce odors, dust, vibration, noise, spillover light, or other external impacts that are detectable beyond the property lines"" | ""Large format uses are any large-scale industrial use facility with a continuous building footprint of 500,000 square feet or larger.""","Kansas City region planners and councils, and any city writing a will-serve requirement or size-based review threshold.","Use tables did not extract cleanly from the PDF; table-based setback figures were read from extracted text and should be checked against the codified Chapter 88. The quoted provisions are from the attachment 'LFU Text Amendments_final to CC' posted on this Legistar file page, not from the page text itself.",18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Missouri,Kansas City just changed its zoning to make data centers harder to build,"KCUR 89.3, by Savannah Hawley-Bates","January 16, 2026",News article,https://www.kcur.org/housing-development-section/2026-01-16/kansas-city-zoning-data-centers,"Explains Kansas City's unanimous January 2026 zoning change in plain language: data centers were previously treated like communications service establishments and could be built by right in most of the city. The change creates separate data center and large format categories, prohibits data centers in rural, residential, neighborhood and retail districts without rezoning or a special use permit, limits downtown data centers, and adds utility capacity letters. It reports about 30 data centers in the city, public testimony for and against, and council interest in studying water, energy, incentives and the Port Authority of Kansas City's tax breaks.","""There are about 30 data centers in Kansas City, Missouri. Until this week, developers could build one in nearly any part of the city."" | ""The zoning change would reclassify data centers in their own categories."" | ""Many times you have more community engagement to put a fast food chain on North Oak than you do an actual multi-million or half a billion dollar data center""",Residents and officials who want a readable summary of the Kansas City ordinance and the debate around it.,News summary; rely on the ordinance text for exact standards.,18 September 2026
"Local planning, zoning and ordinances",Adopted local ordinances: Iowa,Iowa,Data Centers in Unincorporated Linn County,"Linn County, Iowa","undated page (ordinance approved February 18, 2026; moratorium effective July 1, 2026)",Web project page with ordinance,https://www.linncountyiowa.gov/1862/Data-Centers-in-Unincorporated-Linn-Coun,"Linn County's page on its February 18, 2026 data center ordinance and its later moratorium. The ordinance creates rules for small and large data centers covering setbacks, noise, traffic and road impacts, emergency planning and site plan review, and requires large projects to complete a water study, sign a water use agreement with tracking and drought provisions, and sign an economic development agreement that includes a community fund. On top of that, the Board approved an 18-month moratorium, effective July 1, 2026 and running to January 1, 2028, on new applications to rezone land to the EU-3 Large-Scale Data Center district, to study cumulative impacts on water, power, roads and emergency services. The page notes the moratorium does not apply inside cities.","""an 18-month moratorium on accepting new applications to rezone property to the EU-3 Large-Scale Data Center Zoning District"" | ""The agreement must include a community fund to support things like infrastructure, services, environmental protection, and workforce development"" | ""The moratorium does not apply to cities within Linn County because the Board of Supervisors does not have jurisdiction over zoning regulations in cities.""","County officials, especially where water supply is a central concern, and those considering a pause after adopting rules.",Links to unsigned approved versions of the ordinance and resolution.,18 September 2026
"Local planning, zoning and ordinances",Adopted local ordinances: Iowa,Iowa,"An Ordinance Amending the Code of Ordinances, Linn County, Iowa, Chapter 107, Regarding the EU-3 Exclusive Use Three Large-Scale Data Centers District","Linn County, Iowa, Board of Supervisors (Planning & Development)","Approved February 18, 2026 (unsigned approved version)",PDF,https://www.linncountyiowa.gov/DocumentCenter/View/27695/PA26-0001-Ordinance-PDF,"The ordinance text creating an EU-3 Large-Scale Data Center district and standards for small-scale data centers. Applications must include utility verification from the power provider, a lighting plan with full-cutoff fixtures, a backup power plan (generator count, testing, emissions, fuel storage), a road use agreement with pre- and post-construction road surveys and possible financial assurance, a pre-construction noise analysis, a water use agreement and an emergency response plan. Setbacks are 200 feet to property lines and 1,000 feet from the nearest building to places of public assembly and residentially zoned property, including in cities. Noise is capped at 55 dBA or 65 dBC hourly average at occupied homes (65 dBA or 75 dBC at other occupied structures), with generator testing limited to 8 a.m. to 6 p.m. weekdays and noise re-evaluations every five years.","""1,000 feet (measured from the closest outer wall of the closest building on the data center property) to the closest outer wall of a place of public assembly and to the property line of any residentially zoned property"" | ""The average hourly noise level shall not exceed fifty-five (55) dBA or sixty-five (65) dBC"" | ""Equipment testing, maintenance activities, and construction activities that generate elevated noise, including generator testing, shall be limited to the hours of 8:00 a.m. to 6:00 p.m., Monday through Friday"" | ""Approval for large-scale data center projects shall be conditioned on the applicant demonstrating there is sufficient reliable water supply""","Code drafters who want model language for dBC limits, road use agreements, backup power plans and water supply review.",Part of this note was removed because a number in it could not be matched to the source page.,18 September 2026
"Local planning, zoning and ordinances",Moratoria and prohibitions: Missouri,Missouri,St. Charles approves a ban on data centers,"St. Louis Public Radio, by Abby Llorico","May 20, 2026",News article,https://www.stlpr.org/2026-05-20/st-charles-passes-a-ban-on-data-centers,"Reports that the St. Charles, Missouri City Council voted 7-1 to pass a bill that defines data centers in the zoning code and lists them as neither permitted nor conditional uses anywhere in the city, effectively banning large-scale data centers. The vote made permanent a one-year moratorium adopted the previous fall amid opposition to a $1 billion AI data center proposal off Highway 370, whose developer, CRG Cumulus, withdrew its application. It notes the council had tabled an expansion of the moratorium in February.","""The bill defines data centers within the city's zoning code, and clarifies that data centers are not listed for permitted or conditional use anywhere within St. Charles."" | ""The 7-1 vote makes permanent a one-year moratorium on proposals that was put in place in the fall"" | ""This is a straightforward step that closes a gap in the code and provides clarity for residents, staff, and applicants""","Missouri officials weighing definition-plus-exclusion as an approach, and the legal and economic tradeoffs of a ban.",News report; the ordinance text was not read.,18 September 2026
"Local planning, zoning and ordinances",Kansas City region,Kansas,Project Bluestem,"Leavenworth County, Kansas, Planning & Zoning","undated page (application numbers DEV-26-113 and DEV-26-114, Draft 1)",Web page listing application documents,https://www.leavenworthcounty.gov/departments/planning___zoning/project_bluestem.php,"Leavenworth County's public posting of the Project Bluestem applications near Tonganoxie: a Western Meadowlark Technology Park/Data Center planned unit development rezoning (DEV-26-113) and a companion Western Meadowlark Power Generation PUD (DEV-26-114). Each packet lists the exhibits submitted, including a conceptual site plan and cross sections, geotechnical investigation, wetlands delineation, Phase I environmental site assessments, water quality sampling, threatened and endangered species survey, traffic impact analysis, ambient sound monitoring, narrow band frequency and tonal analysis, will-serve letters, and proposed Planned Industrial Technology District regulations.","""DEV-26-113 DRAFT 1 Western Meadowlark Technology Park/Data Center PUD Application"" | ""Exhibit L - Narrow Band Frequence Analysis and Tonal Analysis"" | ""Exhibit M - Will Serve Letters""","County staff deciding what studies to require in a data center application, and residents following the Kansas City area's largest proposals.",Only the index of exhibits was read; the exhibits themselves (applicant documents) were not reviewed.,18 September 2026
"Local planning, zoning and ordinances",Ordinance databases and trackers,Georgia,Georgia Data Center Ordinance Hub,"Energy Policy and Innovation Center (EPIcenter), Georgia Institute of Technology (Yang You)",date not printed on the page,Interactive web dashboard,https://epicenter.energy.gatech.edu/data-center/,"A side-by-side dashboard of Georgia local data center ordinances built from a review of municipal codes for over 180 Georgia cities and counties, with examples from other states. It is organized in five themes (site planning and building design; infrastructure and utilities; environmental and community protections; public safety and security; lifecycle governance) and topics such as setbacks, height, parking, power lines and substations, water, stormwater and sewer, noise and vibration, buffers, lighting, fencing, and decommissioning. Each topic offers summaries, exact adopted ordinance language and templates, plus a Georgia moratorium tracker and legislative activity tracker.","""Municipal codes for over 180 Georgia cities and counties were reviewed to identify ordinances specifically addressing data centers."" | ""users can access summaries, exact ordinance language adopted by jurisdictions, and ordinance templates"" | ""does not constitute legal advice. Users should also consult official municipal codes for authoritative language""",Planners and attorneys anywhere who want to compare exact ordinance language topic by topic.,"EPIcenter states it is ""not a comprehensive review"" because of limits in publicly accessible code data. Part of this note was removed because a number in it could not be matched to the source page.",18 September 2026
"Local planning, zoning and ordinances",Ordinance databases and trackers,Georgia,EPIcenter Launches Georgia Data Center Ordinance Hub,Georgia Tech Research News Center,"March 30, 2026",News release,https://news.research.gatech.edu/2026/03/30/epicenter-launches-georgia-data-center-ordinance-hub,"Announces the Georgia Data Center Ordinance Hub, explains its five thematic areas, and describes the method: researchers reviewed municipal codes for about 180 Georgia cities and counties, identified data center-specific ordinances, and organized provisions such as building placement, setbacks, infrastructure and environmental considerations for comparison, adding examples from other states.","""We reviewed municipal codes for about 180 cities and counties across Georgia and identified ordinances that specifically address data center development"" | ""In total, we found 19 data center-specific topics that ordinances tend to cover.""",Officials deciding whether the hub fits their needs.,Launch announcement; the live hub has since been updated.,18 September 2026
"Local planning, zoning and ordinances",Moratoria and prohibitions: Georgia,Georgia,Communities draft varied ordinances amid Georgia land rush,"Columbus Ledger-Enquirer, by Kala Hunter","Originally published June 2, 2026; updated August 20, 2026",News article,https://www.ledger-enquirer.com/news/environment/article315964444.html,"A statewide survey of Georgia local responses. By the paper's count, 55 cities and counties have passed data center moratoria (33 active) and 37 counties and 31 cities have updated or plan to update codes. It describes Atlanta, Palmetto and Fayetteville prohibiting data centers, Cherokee County extending a moratorium by 180 days, a lawsuit over Coweta County's approval of Project Sail, DeKalb County's year-long text amendment process, Columbus's technology overlay (also challenged in court), and the contrast between LaGrange's two-page ordinance and Troup County's 17-page amendment with a 1,500-foot setback and Tier 4 generator requirement. Advocates recommend outside land use counsel during drafting.","""A combined 55 cities and counties have passed a moratorium on data centers in Georgia, according to the Ledger-Enquirer's latest count, including 33 active now."" | ""Troup County ordinance is a 17-page, text amendment requiring restrictions such as a 1,500-foot setback, the developer to use Tier 4 diesel generators"" | ""A protective ordinance can function like a ban""",Officials in fast-growing markets comparing the range from permissive to prohibitive approaches.,Newspaper tallies and advocate characterizations; verify each ordinance at the source. The on-page headline differs from the page title used here.,18 September 2026
"Local planning, zoning and ordinances",Adopted local ordinances: Indiana,Indiana,"Spencer County, Indiana Board of Commissioners Ordinance No. 2026-07: An Ordinance Amending the Spencer County Zoning Ordinance to Establish Standards and Special Exception Procedures for Data Center Facilities","Spencer County, Indiana, Board of Commissioners (prepared by Shiloh Counsel LLC)",2026 (adoption date line blank in the posted copy),PDF,https://www.in.gov/counties/spencer/files/commissioners/Ordinance-2026-07-Data-Centers.pdf,"Makes data centers a special exception use only in I-1 and I-2 districts, and only on a ""Power-Generating Industrial Parcel"" with current or recent power generation or a 69 kV or higher substation, citing the Rockport Energy Center corridor. Applications require a dBA and dBC pre-construction noise study, utility documentation of maximum megawatt demand, projected water use, cooling type and wastewater capacity, generator tier and emissions details, a microgrid feasibility assessment, and a ban on county nondisclosure agreements. Standards include 50 dBA Leq at the property line (or no increase over ambient), no dBC increase over ambient, a 500-foot setback from residential or occupied agricultural land (1,000 feet recommended), 20-foot effective screening, 60-foot height, 0.5 FAR, 10-hour minimum energy storage, annual water use statements, and 1,000-foot mailed notice. It notes state preemption of private generation under IC 36-7-4-1109.5 and ties sales tax exemption use to a county agreement under HEA 1210 (2026).","""Data Centers are not permitted by right in any zoning district."" | ""shall not exceed 50 dBA, measured as an equivalent continuous sound level (Leq) at the Data Center's property line""","Rural counties with existing power plants or transmission, and anyone drafting dBC, NDA or energy storage provisions.",The posted copy leaves the adoption date and signatures blank; confirm final adopted status with the county.,18 September 2026
"Local planning, zoning and ordinances",Moratoria and prohibitions: Indiana,Indiana,More than a third of Indiana counties now restrict data center developments,"FPI News (nonprofit newsroom), by Carson Gerber","July 9, 2026 (per URL; map data as of June 25, 2026)",News article,https://fpinews.org/policy/2026/07/09/data-centers-indiana-bans-moratoriums/,"Reports that more than a third of Indiana counties restrict data centers through regulations, temporary moratoriums or bans, per Indiana University's Environmental Resilience Institute. Marshall County adopted the state's first county moratorium in January 2025 and the first outright ban in April 2026; two counties have bans. Miami County passed a moratorium in April while drafting rules that could bar water-intensive cooling or siting near schools and hospitals, and Indianapolis is advancing a data center zoning district with setbacks, utility use and noise limits. It cites about 60 large proposals in two years and a May letter from 27 organizations urging moratoria.","""In April 2026, the county became the first to outright ban the facilities."" | ""In just the last two years, around 60 large-scale data center proposals have been filed in Indiana"" | ""The goal isn't to ban developments, she said, but implement setbacks and noise requirements aimed at protecting residents.""","Midwest county officials weighing moratorium, ban or ordinance options.",News reporting; figures are attributed to IU and advocacy groups.,18 September 2026
